Periodo,Grupo,Producto,Super,Precio
Dic25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Red Expres,"199,00"
Dic25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Red Market,"194,25"
Dic25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Ta - Ta,"191,00"
Dic25,Limpieza del hogar,Jabón en polvo máquina Nevex Paquete 800 grs.,Tienda Inglesa,"208,00"
Dic25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Devoto,"151,00"
Dic25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Devoto Express,"156,00"
Dic25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Disco,"151,00"
Dic25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,El Dorado,"157,00"
Dic25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,FarmaGlobal,"175,51"
Dic25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Farmashop,"142,00"
Dic25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Red Expres,"159,00"
Dic25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Red Market,"149,45"
Dic25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Ta - Ta,"151,00"
Dic25,Limpieza del hogar,Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.,Tienda Inglesa,"124,80"
Dic25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,El Clon,"75,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,El Dorado,"46,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,FarmaGlobal,"52,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,Farmashop,"89,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,Red Expres,"93,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,Red Market,"46,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,Ta - Ta,"88,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Bull Dog Unidad 300 grs.,Tienda Inglesa,"93,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Devoto,"60,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Devoto Express,"62,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Disco,"60,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,El Dorado,"63,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,FarmaGlobal,"72,20"
Dic25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Frog,"60,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Red Expres,"59,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Red Market,"64,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Nevex Unidad 200 grs.,Tienda Inglesa,"63,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Devoto,"45,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Devoto Express,"47,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Disco,"45,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,El Dorado,"44,90"
Dic25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Farmashop,"35,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Red Expres,"39,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Red Market,"39,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Ta - Ta,"46,00"
Dic25,Limpieza del hogar,Jabón para ropa en barra Primor Unidad 300 grs.,Tienda Inglesa,"35,00"
Ene25,Alimentos y bebidas,Aceite de girasol Marca Propia Envase 900 cc,Devoto,"99,00"
Ene25,Alimentos y bebidas,Aceite de girasol Marca Propia Envase 900 cc,Devoto Express,"99,00"
Ene25,Alimentos y bebidas,Aceite de girasol Marca Propia Envase 900 cc,Disco,"99,00"
Ene25,Alimentos y bebidas,Aceite de girasol Marca Propia Envase 900 cc,Ta - Ta,"95,00"
Ene25,Alimentos y bebidas,Aceite de girasol Marca Propia Envase 900 cc,Tienda Inglesa,"103,00"
Ene25,Alimentos y bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Devoto,"119,00"
Ene25,Alimentos y bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Devoto Express,"123,00"
Ene25,Alimentos y bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Disco,"119,00"
Ene25,Alimentos y bebidas,Aceite de girasol Río de la Plata Envase 900 cc,El Dorado,"109,00"
Ene25,Alimentos y bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Frog,"130,00"
Ene25,Alimentos y bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Kinko,"132,00"
Ene25,Alimentos y bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Red Expres,"115,00"
Ene25,Alimentos y bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Red Market,"109,50"
Ene25,Alimentos y bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Ta - Ta,"119,00"
Ene25,Alimentos y bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Tienda Inglesa,"126,00"
Ene25,Alimentos y bebidas,Aceite de girasol Uruguay Envase 900 cc,El Clon,"88,00"
Ene25,Alimentos y bebidas,Aceite de girasol Uruguay Envase 900 cc,El Dorado,"79,00"
Ene25,Alimentos y bebidas,Aceite de girasol Uruguay Envase 900 cc,Macro,"91,49"
Ene25,Alimentos y bebidas,Aceite de girasol Uruguay Envase 900 cc,Micro Macro,"96,98"
Ene25,Alimentos y bebidas,Aceite de girasol Uruguay Envase 900 cc,Red Expres,"85,00"
Ene25,Alimentos y bebidas,Aceite de girasol Uruguay Envase 900 cc,Red Market,"88,00"
Ene25,Alimentos y bebidas,Aceite de girasol Uruguay Envase 900 cc,Ta - Ta,"89,00"
Ene25,Alimentos y bebidas,Aceite de girasol Uruguay Envase 900 cc,Tienda Inglesa,"107,00"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Devoto,"99,00"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Devoto Express,"102,00"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Disco,"99,00"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,El Clon,"98,00"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,El Dorado,"97,00"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Frog,"119,00"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Kinko,"102,00"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Macro,"98,76"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Micro Macro,"98,76"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Red Expres,"99,00"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Red Market,"102,00"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Ta - Ta,"105,00"
Ene25,Alimentos y bebidas,Aceite de girasol Óptimo Envase 900 cc,Tienda Inglesa,"109,00"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,Devoto,"129,00"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,Devoto Express,"133,00"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,Disco,"129,00"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,El Clon,"105,00"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,El Dorado,"129,00"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,Macro,"115,54"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,Micro Macro,"122,47"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,Red Expres,"119,00"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,Red Market,"105,00"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,Ta - Ta,"129,00"
Ene25,Alimentos y bebidas,Aceite de maíz Delicia Envase 900 cc,Tienda Inglesa,"149,00"
Ene25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Devoto,"139,00"
Ene25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Devoto Express,"143,00"
Ene25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Disco,"139,00"
Ene25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,El Dorado,"139,00"
Ene25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Frog,"135,00"
Ene25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Kinko,"145,00"
Ene25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Red Expres,"140,00"
Ene25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Red Market,"139,50"
Ene25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Ta - Ta,"165,00"
Ene25,Alimentos y bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Tienda Inglesa,"145,00"
Ene25,Alimentos y bebidas,Aceite de soja Condesa Envase 900 cc,Devoto,"65,00"
Ene25,Alimentos y bebidas,Aceite de soja Condesa Envase 900 cc,Devoto Express,"67,00"
Ene25,Alimentos y bebidas,Aceite de soja Condesa Envase 900 cc,Disco,"75,00"
Ene25,Alimentos y bebidas,Aceite de soja Condesa Envase 900 cc,El Clon,"68,00"
Ene25,Alimentos y bebidas,Aceite de soja Condesa Envase 900 cc,El Dorado,"68,00"
Ene25,Alimentos y bebidas,Aceite de soja Condesa Envase 900 cc,Red Expres,"70,00"
Ene25,Alimentos y bebidas,Aceite de soja Condesa Envase 900 cc,Red Market,"69,00"
Ene25,Alimentos y bebidas,Aceite de soja Condesa Envase 900 cc,Ta - Ta,"72,00"
Ene25,Alimentos y bebidas,Aceite de soja Condesa Envase 900 cc,Tienda Inglesa,"91,00"
Ene25,Alimentos y bebidas,Aceite de soja Río de la Plata Envase 900 cc,Devoto,"79,00"
Ene25,Alimentos y bebidas,Aceite de soja Río de la Plata Envase 900 cc,Devoto Express,"81,00"
Ene25,Alimentos y bebidas,Aceite de soja Río de la Plata Envase 900 cc,Disco,"79,00"
Ene25,Alimentos y bebidas,Aceite de soja Río de la Plata Envase 900 cc,El Clon,"68,00"
Ene25,Alimentos y bebidas,Aceite de soja Río de la Plata Envase 900 cc,El Dorado,"72,00"
Ene25,Alimentos y bebidas,Aceite de soja Río de la Plata Envase 900 cc,Frog,"79,00"
Ene25,Alimentos y bebidas,Aceite de soja Río de la Plata Envase 900 cc,Kinko,"79,00"
Ene25,Alimentos y bebidas,Aceite de soja Río de la Plata Envase 900 cc,Red Expres,"69,00"
Ene25,Alimentos y bebidas,Aceite de soja Río de la Plata Envase 900 cc,Red Market,"71,90"
Ene25,Alimentos y bebidas,Aceite de soja Río de la Plata Envase 900 cc,Ta - Ta,"79,00"
Ene25,Alimentos y bebidas,Aceite de soja Río de la Plata Envase 900 cc,Tienda Inglesa,"80,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Devoto,"59,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Devoto Express,"61,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Disco,"59,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,El Clon,"60,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,El Dorado,"59,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Frog,"57,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Kinko,"64,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Macro,"59,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Micro Macro,"59,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Red Expres,"57,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Red Market,"57,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Ta - Ta,"59,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Tienda Inglesa,"60,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Devoto,"74,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Devoto Express,"76,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Disco,"74,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Nativa Envase 2 lt.,El Clon,"72,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Nativa Envase 2 lt.,El Dorado,"73,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Frog,"68,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Red Expres,"73,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Ta - Ta,"74,00"
Ene25,Alimentos y bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Tienda Inglesa,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Devoto,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Devoto Express,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Disco,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",El Clon,"75,00"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",El Dorado,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Farmashop,"80,00"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Macro,"73,99"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Micro Macro,"73,99"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Red Expres,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Red Market,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Ta - Ta,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Tienda Inglesa,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Devoto,"59,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Devoto Express,"61,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Disco,"59,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Matutina 2,5 lts",El Clon,"60,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Matutina 2,5 lts",El Dorado,"59,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Macro,"59,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Micro Macro,"59,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Red Expres,"57,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Red Market,"57,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Ta - Ta,"59,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Tienda Inglesa,"60,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",Devoto,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",Devoto Express,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",Disco,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",El Clon,"75,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",El Dorado,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",Farmashop,"80,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",Macro,"73,99"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",Micro Macro,"73,99"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",Red Expres,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",Red Market,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",Ta - Ta,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Salus 2,25 lts",Tienda Inglesa,"74,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Devoto,"59,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Devoto Express,"59,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Disco,"59,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Vitale 2,5 lts",El Clon,"65,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Vitale 2,5 lts",El Dorado,"65,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Red Expres,"67,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Red Market,"65,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Ta - Ta,"65,00"
Ene25,Alimentos y bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Tienda Inglesa,"59,00"
Ene25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Devoto,"130,00"
Ene25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Devoto Express,"130,00"
Ene25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Disco,"130,00"
Ene25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,El Clon,"119,00"
Ene25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,El Dorado,"127,00"
Ene25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Macro,"117,00"
Ene25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Micro Macro,"117,00"
Ene25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Red Expres,"130,00"
Ene25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Red Market,"119,00"
Ene25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Ta - Ta,"130,00"
Ene25,Alimentos y bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Tienda Inglesa,"131,00"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Devoto,"137,00"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Devoto Express,"137,00"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Disco,"137,00"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",El Dorado,"137,00"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Farmashop,"147,00"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Macro,"137,01"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Micro Macro,"137,01"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Red Expres,"137,00"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Red Market,"137,00"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Ta - Ta,"137,00"
Ene25,Alimentos y bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Tienda Inglesa,"138,00"
Ene25,Alimentos y bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Devoto,"342,00"
Ene25,Alimentos y bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Devoto Express,"352,00"
Ene25,Alimentos y bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Disco,"342,00"
Ene25,Alimentos y bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Macro,"357,00"
Ene25,Alimentos y bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Micro Macro,"362,00"
Ene25,Alimentos y bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Red Expres,"299,00"
Ene25,Alimentos y bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Red Market,"289,00"
Ene25,Alimentos y bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Devoto,"345,00"
Ene25,Alimentos y bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Devoto Express,"355,00"
Ene25,Alimentos y bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Disco,"345,00"
Ene25,Alimentos y bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Macro,"402,50"
Ene25,Alimentos y bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Micro Macro,"408,00"
Ene25,Alimentos y bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Red Expres,"309,00"
Ene25,Alimentos y bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Red Market,"329,00"
Ene25,Alimentos y bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Ta - Ta,"319,00"
Ene25,Alimentos y bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Disco,"55,00"
Ene25,Alimentos y bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,El Clon,"45,00"
Ene25,Alimentos y bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Frog,"50,00"
Ene25,Alimentos y bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Macro,"45,36"
Ene25,Alimentos y bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Micro Macro,"48,79"
Ene25,Alimentos y bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Red Expres,"46,00"
Ene25,Alimentos y bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Red Market,"49,45"
Ene25,Alimentos y bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Ta - Ta,"52,00"
Ene25,Alimentos y bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Tienda Inglesa,"57,00"
Ene25,Alimentos y bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Devoto,"79,00"
Ene25,Alimentos y bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Devoto Express,"81,00"
Ene25,Alimentos y bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Disco,"79,00"
Ene25,Alimentos y bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,El Dorado,"76,00"
Ene25,Alimentos y bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Kinko,"75,00"
Ene25,Alimentos y bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Red Expres,"68,00"
Ene25,Alimentos y bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Ta - Ta,"84,00"
Ene25,Alimentos y bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Tienda Inglesa,"81,00"
Ene25,Alimentos y bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Devoto,"75,00"
Ene25,Alimentos y bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Devoto Express,"75,00"
Ene25,Alimentos y bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Disco,"75,00"
Ene25,Alimentos y bebidas,Arroz blanco Green Chef Bolsa 1 kg.,El Dorado,"74,00"
Ene25,Alimentos y bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Kinko,"80,00"
Ene25,Alimentos y bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Red Expres,"75,00"
Ene25,Alimentos y bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Ta - Ta,"79,00"
Ene25,Alimentos y bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Tienda Inglesa,"76,00"
Ene25,Alimentos y bebidas,Arroz blanco Pony Bolsa 1 kg.,Red Expres,"39,00"
Ene25,Alimentos y bebidas,Arroz blanco Pony Bolsa 1 kg.,Red Market,"42,50"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Devoto,"84,00"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Devoto Express,"87,00"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Disco,"84,00"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,El Clon,"69,00"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,El Dorado,"83,00"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Frog,"76,00"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Kinko,"86,00"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Macro,"73,18"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Micro Macro,"73,18"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Red Expres,"75,00"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Red Market,"79,00"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Ta - Ta,"82,00"
Ene25,Alimentos y bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Tienda Inglesa,"85,00"
Ene25,Alimentos y bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,Devoto,"40,00"
Ene25,Alimentos y bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,Devoto Express,"56,00"
Ene25,Alimentos y bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,Disco,"40,00"
Ene25,Alimentos y bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,Ta - Ta,"55,00"
Ene25,Alimentos y bebidas,Arvejas en conserva Cololó Lata 380 grs.,Devoto,"49,00"
